# Genes present in M5/M6/M8 but ABSENT from I6
# Total: 736 (736 in all 3 isolates, 0 partial)

Group	Annotation	M5	M6	M8	In_all_3
group_1679	Aspartate ammonia-lyase	NKFIDM_03577	KMIGAE_03577	ILIHOP_03577	True
group_1676	DUF3732 domain-containing protein	NKFIDM_01196	KMIGAE_01196	ILIHOP_01196	True
group_1675	DJ-1/PfpI family protein	NKFIDM_01166	KMIGAE_01166	ILIHOP_01166	True
cas1c	type I-C CRISPR-associated endonuclease Cas1c	NKFIDM_00343	KMIGAE_00343	ILIHOP_00343	True
group_1671	Seryl-tRNA synthetase	NKFIDM_06059	KMIGAE_06059	ILIHOP_06059	True
group_1666	Amidohydrolase family protein	NKFIDM_02192	KMIGAE_02192	ILIHOP_02192	True
group_1646	FecCD transport family protein	NKFIDM_02185	KMIGAE_02185	ILIHOP_02185	True
group_1645	FecCD transport family protein	NKFIDM_01188	KMIGAE_01188	ILIHOP_01188	True
group_1641	hypothetical protein	NKFIDM_06105	KMIGAE_06105	ILIHOP_06105	True
group_1629	Z1 domain-containing protein	NKFIDM_04760	KMIGAE_04760	ILIHOP_04760	True
group_1628	Radical SAM additional 4Fe4S-binding SPASM domain protein	NKFIDM_04531	KMIGAE_04531	ILIHOP_04531	True
group_1625	Lipoprotein	NKFIDM_03529	KMIGAE_03529	ILIHOP_03529	True
group_1608	S8 family serine peptidase	NKFIDM_06432	KMIGAE_06432	ILIHOP_06432	True
group_1603	transcriptional regulator	NKFIDM_03575	KMIGAE_03575	ILIHOP_03575	True
group_1596	Subtilase family protein	NKFIDM_04537	KMIGAE_04537	ILIHOP_04537	True
group_1595	Replication protein	NKFIDM_06611	KMIGAE_06611	ILIHOP_06611	True
group_1582	D12 class N6 adenine-specific DNA methyltransferase family protein	NKFIDM_00336	KMIGAE_00336	ILIHOP_00336	True
group_1568	REase associating with pPIWI RE domain-containing protein	NKFIDM_04728	KMIGAE_04728	ILIHOP_04728	True
group_1567	Thymidylate synthase family protein	NKFIDM_04700	KMIGAE_04700	ILIHOP_04700	True
group_1563	GTP-binding protein	NKFIDM_02188	KMIGAE_02188	ILIHOP_02188	True
group_1557	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	NKFIDM_04690	KMIGAE_04690	ILIHOP_04690	True
group_1521	histidine kinase	NKFIDM_02195	KMIGAE_02195	ILIHOP_02195	True
group_1495	Spore germination protein KB	NKFIDM_01178	KMIGAE_01178	ILIHOP_01178	True
group_1487	DNA polymerase III subunit beta	NKFIDM_06101	KMIGAE_06101	ILIHOP_06101	True
group_1460	reverse transcriptase/maturase family protein	NKFIDM_03600	KMIGAE_03600	ILIHOP_03600	True
group_1452	Copper amine oxidase-like N-terminal domain-containing protein	NKFIDM_01122	KMIGAE_01122	ILIHOP_01122	True
group_1451	SAF domain-containing protein	NKFIDM_01113	KMIGAE_01113	ILIHOP_01113	True
group_1444	FAD-dependent oxidoreductase	NKFIDM_05824	KMIGAE_05824	ILIHOP_05824	True
group_1434	S8 family serine peptidase	NKFIDM_00287	KMIGAE_00287	ILIHOP_00287	True
group_1431	baseplate J/gp47 family protein	NKFIDM_03591	KMIGAE_03591	ILIHOP_03591	True
group_1428	Short chain dehydrogenase family protein	NKFIDM_01245	KMIGAE_01245	ILIHOP_01245	True
group_1424	DUF418 domain-containing protein	NKFIDM_02213	KMIGAE_02213	ILIHOP_02213	True
group_1423	Putative conjugative transposon recombinase	NKFIDM_01201	KMIGAE_01201	ILIHOP_01201	True
group_1419	Fido domain-containing protein	NKFIDM_04724	KMIGAE_04724	ILIHOP_04724	True
group_1402	Integrase	NKFIDM_04708	KMIGAE_04708	ILIHOP_04708	True
group_1397	Plasmid-partitioning protein	NKFIDM_06111	KMIGAE_06111	ILIHOP_06111	True
group_1393	Plasmid pRiA4b Orf3-like domain-containing protein	NKFIDM_04736	KMIGAE_04736	ILIHOP_04736	True
group_1356	ImmA/IrrE family metallo-endopeptidase	NKFIDM_06592	KMIGAE_06592	ILIHOP_06592	True
group_1346	Radical SAM additional 4Fe4S-binding SPASM domain protein	NKFIDM_06428	KMIGAE_06428	ILIHOP_06428	True
group_1297	PD-(D/E)XK endonuclease-like domain-containing protein	NKFIDM_04976	KMIGAE_04976	ILIHOP_04976	True
group_1282	Spore germination GerAC-like C-terminal domain-containing protein	NKFIDM_01177	KMIGAE_01177	ILIHOP_01177	True
group_1245	Sugar (And other) transporter family protein	NKFIDM_04910	KMIGAE_04910	ILIHOP_04910	True
cobW	CobW C-terminal domain-containing protein	NKFIDM_02174	KMIGAE_02174	ILIHOP_02174	True
group_1223	Methyltransferase domain-containing protein	NKFIDM_05829	KMIGAE_05829	ILIHOP_05829	True
group_1214	AMP-binding enzyme family protein	NKFIDM_04699	KMIGAE_04699	ILIHOP_04699	True
group_1210	Major Facilitator Superfamily protein	NKFIDM_04931	KMIGAE_04931	ILIHOP_04931	True
group_1198	Bacterial transferase hexapeptide family protein	NKFIDM_04686	KMIGAE_04686	ILIHOP_04686	True
group_1192	restriction endonuclease subunit S	NKFIDM_04718	KMIGAE_04718	ILIHOP_04718	True
group_1165	ABC-three component systems C-terminal domain-containing protein	NKFIDM_01199	KMIGAE_01199	ILIHOP_01199	True
group_1125	terminase small subunit	NKFIDM_06064	KMIGAE_06064	ILIHOP_06064	True
group_1105	IS110 family transposase	NKFIDM_05561	KMIGAE_05561	ILIHOP_05561	True
group_1088	NADH peroxidase	NKFIDM_04929	KMIGAE_04929	ILIHOP_04929	True
group_1067	Radical SAM additional 4Fe4S-binding SPASM domain protein	NKFIDM_06426	KMIGAE_06426	ILIHOP_06426	True
group_1040	Glycosyl hydrolase	NKFIDM_05828	KMIGAE_05828	ILIHOP_05828	True
group_1035	ATP-binding cassette domain-containing protein	NKFIDM_05830	KMIGAE_05830	ILIHOP_05830	True
group_1004	phage portal protein	NKFIDM_06060	KMIGAE_06060	ILIHOP_06060	True
rarA	Recombination factor protein RarA	NKFIDM_03218	KMIGAE_03218	ILIHOP_03218	True
group_993	methyl-accepting chemotaxis protein	NKFIDM_01133	KMIGAE_01133	ILIHOP_01133	True
group_983	histidine kinase	NKFIDM_01163	KMIGAE_01163	ILIHOP_01163	True
group_973	Bacterial extracellular solute-binding family protein	NKFIDM_00331	KMIGAE_00331	ILIHOP_00331	True
group_924	Sugar (Glycoside-Pentoside-Hexuronide) transporter domain protein	NKFIDM_01244	KMIGAE_01244	ILIHOP_01244	True
group_913	Restriction endonuclease	NKFIDM_04710	KMIGAE_04710	ILIHOP_04710	True
group_879	MFS-type transporter YcnB	NKFIDM_01172	KMIGAE_01172	ILIHOP_01172	True
group_875	DEAD/DEAH box helicase	NKFIDM_04968	KMIGAE_04968	ILIHOP_04968	True
group_874	restriction endonuclease subunit S	NKFIDM_04758	KMIGAE_04758	ILIHOP_04758	True
ltrA	group II intron reverse transcriptase/maturase	NKFIDM_01500	KMIGAE_01500	ILIHOP_01500	True
group_864	Drug resistance MFS transporter drug:H+ antiporter-2 family protein	NKFIDM_04924	KMIGAE_04924	ILIHOP_04924	True
group_861	Phage structural protein	NKFIDM_04951	KMIGAE_04951	ILIHOP_04951	True
group_853	MobA/VirD2-like nuclease domain-containing protein	NKFIDM_02509	KMIGAE_02509	ILIHOP_02509	True
group_842	Relaxase/mobilization nuclease domain protein	NKFIDM_01140	KMIGAE_01140	ILIHOP_01140	True
group_831	MATE efflux family protein	NKFIDM_00903	KMIGAE_00903	ILIHOP_00903	True
group_818	phage tail sheath subtilisin-like domain-containing protein	NKFIDM_03583	KMIGAE_03583	ILIHOP_03583	True
group_804	DEAD/DEAH box helicase family protein	NKFIDM_06063	KMIGAE_06063	ILIHOP_06063	True
group_802	histidine kinase	NKFIDM_02211	KMIGAE_02211	ILIHOP_02211	True
group_766	sensor histidine kinase	NKFIDM_00345	KMIGAE_00345	ILIHOP_00345	True
group_765	terminase large subunit domain-containing protein	NKFIDM_04963	KMIGAE_04963	ILIHOP_04963	True
ccpM	Cys-rich peptide radical SAM maturase CcpM	NKFIDM_00283	KMIGAE_00283	ILIHOP_00283	True
group_757	site-specific DNA-methyltransferase (adenine-specific)	NKFIDM_04719	KMIGAE_04719	ILIHOP_04719	True
group_742	DUF5704 domain-containing protein	NKFIDM_01124	KMIGAE_01124	ILIHOP_01124	True
group_741	Recombinase family protein	NKFIDM_06117	KMIGAE_06117	ILIHOP_06117	True
group_737	Spore germination protein KA	NKFIDM_01176	KMIGAE_01176	ILIHOP_01176	True
group_719	ParB/RepB/Spo0J family partition protein	NKFIDM_02533	KMIGAE_02533	ILIHOP_02533	True
group_716	AMP-binding enzyme family protein	NKFIDM_04695	KMIGAE_04695	ILIHOP_04695	True
group_695	dienelactone hydrolase	NKFIDM_03223	KMIGAE_03223	ILIHOP_03223	True
group_690	Phage portal protein	NKFIDM_03572	KMIGAE_03572	ILIHOP_03572	True
group_683	LCP family protein	NKFIDM_06597	KMIGAE_06597	ILIHOP_06597	True
group_672	hypothetical protein	NKFIDM_04947	KMIGAE_04947	ILIHOP_04947	True
group_663	Tyr recombinase domain-containing protein	NKFIDM_04707	KMIGAE_04707	ILIHOP_04707	True
group_657	heme ABC exporter ATP-binding protein CcmA	NKFIDM_01209	KMIGAE_01209	ILIHOP_01209	True
group_626	Nuclease SbcCD subunit C	NKFIDM_06106	KMIGAE_06106	ILIHOP_06106	True
group_619	nickel ABC transporter substrate-binding protein	NKFIDM_04905	KMIGAE_04905	ILIHOP_04905	True
group_612	phage tail protein	NKFIDM_04954	KMIGAE_04954	ILIHOP_04954	True
group_610	SAM-dependent methyltransferase	NKFIDM_01134	KMIGAE_01134	ILIHOP_01134	True
group_590	Xylan beta-14-xylosidase	NKFIDM_02222	KMIGAE_02222	ILIHOP_02222	True
group_582	NlpC/p60-like transpeptidase family protein	NKFIDM_04696	KMIGAE_04696	ILIHOP_04696	True
group_580	Extracellular solute-binding protein family 1	NKFIDM_02219	KMIGAE_02219	ILIHOP_02219	True
group_579	Helix-turn-helix domain protein	NKFIDM_02216	KMIGAE_02216	ILIHOP_02216	True
group_563	Putative lipoprotein	NKFIDM_06391	KMIGAE_06391	ILIHOP_06391	True
nikA	nickel ABC transporter substrate-binding protein	NKFIDM_02168	KMIGAE_02168	ILIHOP_02168	True
group_514	ABC transporter substrate-binding protein	NKFIDM_04916	KMIGAE_04916	ILIHOP_04916	True
sWIM	SWIM-type domain-containing protein	NKFIDM_04732	KMIGAE_04732	ILIHOP_04732	True
group_503	Rhamnan synthesis F family protein	NKFIDM_05827	KMIGAE_05827	ILIHOP_05827	True
group_496	DUF4368 domain-containing protein	NKFIDM_02502	KMIGAE_02502	ILIHOP_02502	True
group_481	DNA integrase	NKFIDM_04704	KMIGAE_04704	ILIHOP_04704	True
group_477	ABC transporter family protein	NKFIDM_06425	KMIGAE_06425	ILIHOP_06425	True
group_448	Phage terminase large subunit	NKFIDM_03571	KMIGAE_03571	ILIHOP_03571	True
group_445	YfhO family protein	NKFIDM_05819	KMIGAE_05819	ILIHOP_05819	True
group_437	Histidine kinase family protein	NKFIDM_02284	KMIGAE_02284	ILIHOP_02284	True
group_432	ABC transporter family protein	NKFIDM_04702	KMIGAE_04702	ILIHOP_04702	True
group_418	S-layer-like y domain-containing protein	NKFIDM_06600	KMIGAE_06600	ILIHOP_06600	True
group_408	VirD4-like conjugal transfer protein CD1115 family	NKFIDM_01144	KMIGAE_01144	ILIHOP_01144	True
group_403	LXG domain-containing protein	NKFIDM_04647	KMIGAE_04647	ILIHOP_04647	True
group_399	ABC transporter family protein	NKFIDM_00281	KMIGAE_00281	ILIHOP_00281	True
group_385	AAA+ ATPase domain-containing protein	NKFIDM_04711	KMIGAE_04711	ILIHOP_04711	True
nlpC	NLP/P60 protein	NKFIDM_02518	KMIGAE_02518	ILIHOP_02518	True
group_368	histidine kinase	NKFIDM_02215	KMIGAE_02215	ILIHOP_02215	True
group_356	VirD4-like conjugal transfer protein CD1115 family	NKFIDM_02526	KMIGAE_02526	ILIHOP_02526	True
group_347	histidine kinase	NKFIDM_00333	KMIGAE_00333	ILIHOP_00333	True
group_344	site-specific DNA-methyltransferase	NKFIDM_06594	KMIGAE_06594	ILIHOP_06594	True
tadA	Flp pilus assembly complex ATPase component TadA	NKFIDM_01116	KMIGAE_01116	ILIHOP_01116	True
group_334	Flavin oxidoreductase / NADH oxidase family protein	NKFIDM_04515	KMIGAE_04515	ILIHOP_04515	True
group_320	FtsX-like permease family protein	NKFIDM_00289	KMIGAE_00289	ILIHOP_00289	True
group_316	type I-B CRISPR-associated protein Cas8b1/Cst1	NKFIDM_01392	KMIGAE_01392	ILIHOP_01392	True
cas8c	type I-C CRISPR-associated protein Cas8c/Csd1	NKFIDM_00340	KMIGAE_00340	ILIHOP_00340	True
group_303	Recombinase	NKFIDM_01129	KMIGAE_01129	ILIHOP_01129	True
group_288	DNA polymerase I	NKFIDM_04974	KMIGAE_04974	ILIHOP_04974	True
group_284	NlpC/P60 family protein	NKFIDM_01194	KMIGAE_01194	ILIHOP_01194	True
group_261	Fibronectin type III-like domain-containing protein	NKFIDM_01243	KMIGAE_01243	ILIHOP_01243	True
group_259	DNA cytosine methyltransferase	NKFIDM_06097	KMIGAE_06097	ILIHOP_06097	True
gspF	Type II secretion system protein GspF domain-containing protein	NKFIDM_01117	KMIGAE_01117	ILIHOP_01117	True
group_243	Mu transposase C-terminal domain-containing protein	NKFIDM_03550	KMIGAE_03550	ILIHOP_03550	True
group_238	Phage SU10 portal protein	NKFIDM_04961	KMIGAE_04961	ILIHOP_04961	True
group_236	DUF5704 domain-containing protein	NKFIDM_01123	KMIGAE_01123	ILIHOP_01123	True
group_227	Cytosine-specific methyltransferase	NKFIDM_00361	KMIGAE_00361	ILIHOP_00361	True
group_223	class I SAM-dependent DNA methyltransferase	NKFIDM_04759	KMIGAE_04759	ILIHOP_04759	True
group_215	Phage minor structural N-terminal region domain protein	NKFIDM_06041	KMIGAE_06041	ILIHOP_06041	True
group_206	NlpC/P60 family protein	NKFIDM_01154	KMIGAE_01154	ILIHOP_01154	True
rloC	Translation-disabling ACNase RloC	NKFIDM_04716	KMIGAE_04716	ILIHOP_04716	True
group_180	excinuclease ABC subunit UvrA	NKFIDM_00654	KMIGAE_00654	ILIHOP_00654	True
group_171	CRISPR-associated helicase Cas3'	NKFIDM_01395	KMIGAE_01395	ILIHOP_01395	True
group_166	NlpC/P60 family protein	NKFIDM_06392	KMIGAE_06392	ILIHOP_06392	True
group_160	Tail fiber protein	NKFIDM_06045	KMIGAE_06045	ILIHOP_06045	True
group_156	VirB4-like conjugal transfer ATPase CD1110 family	NKFIDM_01151	KMIGAE_01151	ILIHOP_01151	True
virB4	VirB4-like conjugal transfer ATPase CD1110 family	NKFIDM_02519	KMIGAE_02519	ILIHOP_02519	True
group_146	FAD dependent oxidoreductase family protein	NKFIDM_00328	KMIGAE_00328	ILIHOP_00328	True
group_141	FtsX-like permease family protein	NKFIDM_06429	KMIGAE_06429	ILIHOP_06429	True
group_140	virulence-associated E family protein	NKFIDM_04970	KMIGAE_04970	ILIHOP_04970	True
group_127	CRISPR-associated endonuclease Cas3-HD	NKFIDM_00338	KMIGAE_00338	ILIHOP_00338	True
group_122	Helix-turn-helix domain protein	NKFIDM_01242	KMIGAE_01242	ILIHOP_01242	True
group_121	Piwi domain-containing protein	NKFIDM_04726	KMIGAE_04726	ILIHOP_04726	True
group_112	FtsX-like permease family protein	NKFIDM_04532	KMIGAE_04532	ILIHOP_04532	True
group_110	ATP-dependent helicase C-terminal domain-containing protein	NKFIDM_01195	KMIGAE_01195	ILIHOP_01195	True
luxR	Bacterial regulatory s luxR family protein	NKFIDM_01180	KMIGAE_01180	ILIHOP_01180	True
group_103	ABC-type transport system permease	NKFIDM_06584	KMIGAE_06584	ILIHOP_06584	True
group_98	Glycosyl hydrolases family 2 sugar binding domain protein	NKFIDM_02220	KMIGAE_02220	ILIHOP_02220	True
group_93	DEAD/DEAH box helicase	NKFIDM_04715	KMIGAE_04715	ILIHOP_04715	True
group_83	DEAD/DEAH box helicase	NKFIDM_04714	KMIGAE_04714	ILIHOP_04714	True
group_74	PD-(D/E)XK endonuclease-like domain-containing protein	NKFIDM_04721	KMIGAE_04721	ILIHOP_04721	True
group_66	hypothetical protein	NKFIDM_04757	KMIGAE_04757	ILIHOP_04757	True
group_61	Fibronectin type III domain protein	NKFIDM_01183	KMIGAE_01183	ILIHOP_01183	True
group_60	DEAD/DEAH box helicase family protein	NKFIDM_06593	KMIGAE_06593	ILIHOP_06593	True
group_58	Tape measure protein N-terminal domain-containing protein	NKFIDM_03586	KMIGAE_03586	ILIHOP_03586	True
group_57	pPIWI-RE three-gene island domain-containing protein	NKFIDM_04727	KMIGAE_04727	ILIHOP_04727	True
group_47	Phage late control D family protein	NKFIDM_05389	KMIGAE_05389	ILIHOP_05390	True
group_44	p-loop containing nucleoside triphosphate hydrolase	NKFIDM_06596	KMIGAE_06596	ILIHOP_06596	True
yfhO	YfhO family protein	NKFIDM_05826	KMIGAE_05826	ILIHOP_05826	True
group_42	DNA 3'-5' helicase	NKFIDM_04720	KMIGAE_04720	ILIHOP_04720	True
group_41	type I site-specific deoxyribonuclease	NKFIDM_04717	KMIGAE_04717	ILIHOP_04717	True
group_16	LPD38 domain-containing protein	NKFIDM_04946	KMIGAE_04946	ILIHOP_04946	True
group_15	SLH domain-containing protein	NKFIDM_01185	KMIGAE_01185	ILIHOP_01185	True
group_12	Fibronectin type III domain protein	NKFIDM_01181	KMIGAE_01181	ILIHOP_01181	True
group_10	Transglycosylase	NKFIDM_06048	KMIGAE_06048	ILIHOP_06048	True
group_6	Helicase	NKFIDM_01127	KMIGAE_01127	ILIHOP_01127	True
