# Efflux Pump Analysis — H7 Assessment
# Date: 2026-03-23

## Summary
M5 efflux pump genes: 521
I6 efflux pump genes: 823
Difference: -302

## M5 efflux genes
Locus_tag	Start	Stop	Product	IS_within_5kb
LMZ02_RS10405	2367234	2368970	ABC transporter ATP-binding protein/permease
LMZ02_RS10440	2379696	2380430	ABC transporter permease
LMZ02_RS10445	2380442	2381197	ABC transporter permease
LMZ02_RS10450	2381197	2382114	ABC transporter ATP-binding protein
LMZ02_RS10500	2394355	2395710	ABC transporter substrate-binding protein
LMZ02_RS10505	2395823	2396785	carbohydrate ABC transporter permease
LMZ02_RS10510	2396782	2397645	carbohydrate ABC transporter permease
LMZ02_RS10520	2399492	2400856	ABC transporter substrate-binding protein
LMZ02_RS10570	2411680	2413209	MFS transporter
LMZ02_RS10595	2416516	2417631	ABC transporter substrate-binding protein
LMZ02_RS10600	2417749	2418522	ABC transporter ATP-binding protein
LMZ02_RS10605	2418531	2419541	FecCD family ABC transporter permease
LMZ02_RS10650	2427347	2428639	MFS transporter
LMZ02_RS10655	2428764	2429228	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS10720	2438365	2439342	ABC transporter substrate-binding protein
LMZ02_RS10815	2461740	2462849	ABC transporter substrate-binding protein
LMZ02_RS10820	2462866	2463735	ABC transporter permease
LMZ02_RS10825	2463732	2464475	ABC transporter ATP-binding protein
LMZ02_RS10875	2473185	2473913	amino acid ABC transporter ATP-binding protein
LMZ02_RS10880	2473933	2474802	glutamate ABC transporter substrate-binding protein
LMZ02_RS10885	2474898	2475548	amino acid ABC transporter permease
LMZ02_RS10890	2475579	2476229	amino acid ABC transporter permease
LMZ02_RS10980	2498144	2498842	ABC transporter ATP-binding protein
LMZ02_RS11155	2533760	2535058	MFS transporter
LMZ02_RS11190	2541994	2543436	DHA2 family efflux MFS transporter permease subunit
LMZ02_RS11230	2550201	2550578	MerR family transcriptional regulator
LMZ02_RS11270	2557260	2558465	MFS transporter
LMZ02_RS11280	2558923	2559246	MerR family transcriptional regulator
LMZ02_RS11335	2566935	2568281	MFS transporter
LMZ02_RS11425	2588839	2590137	ABC transporter substrate-binding protein
LMZ02_RS11430	2590252	2591136	carbohydrate ABC transporter permease
LMZ02_RS11435	2591163	2592002	carbohydrate ABC transporter permease
LMZ02_RS11485	2601530	2603308	ABC transporter ATP-binding protein
LMZ02_RS11490	2603295	2605070	ABC transporter ATP-binding protein
LMZ02_RS11670	2654222	2655427	PstS family phosphate ABC transporter substrate-binding protein
LMZ02_RS11760	2686170	2688341	ABC transporter substrate-binding protein
LMZ02_RS11835	2702941	2704071	D-xylose ABC transporter substrate-binding protein
LMZ02_RS11840	2704123	2705634	xylose ABC transporter ATP-binding protein
LMZ02_RS11845	2705636	2706829	sugar ABC transporter permease
LMZ02_RS11900	2720946	2721662	lantibiotic protection ABC transporter ATP-binding protein
LMZ02_RS11905	2721655	2722413	lantibiotic immunity ABC transporter MutE/EpiE family permease subunit
LMZ02_RS11910	2722416	2723207	lantibiotic immunity ABC transporter MutG family permease subunit
LMZ02_RS12095	2756986	2758563	ABC transporter substrate-binding protein
LMZ02_RS12100	2758639	2759556	ABC transporter permease
LMZ02_RS12105	2759571	2760521	ABC transporter permease
LMZ02_RS12110	2760584	2761561	ABC transporter ATP-binding protein
LMZ02_RS12115	2761561	2762736	ABC transporter ATP-binding protein
LMZ02_RS12230	2788829	2789605	ABC transporter permease
LMZ02_RS12235	2789809	2790600	ABC transporter permease
LMZ02_RS12240	2790747	2791904	ABC transporter ATP-binding protein
LMZ02_RS12275	2803715	2804977	ABC transporter permease
LMZ02_RS12295	2809012	2809716	ABC transporter ATP-binding protein
LMZ02_RS12300	2809713	2812235	ABC transporter permease
LMZ02_RS12305	2812375	2813772	MFS transporter
LMZ02_RS12320	2815637	2816401	methionine ABC transporter ATP-binding protein
LMZ02_RS12325	2816394	2817074	methionine ABC transporter permease
LMZ02_RS12330	2817179	2818054	MetQ/NlpA family ABC transporter substrate-binding protein
LMZ02_RS12380	2830792	2832132	ABC transporter substrate-binding protein
LMZ02_RS12385	2832194	2833078	carbohydrate ABC transporter permease
LMZ02_RS12390	2833096	2833938	carbohydrate ABC transporter permease
LMZ02_RS12430	2847416	2848204	amino acid ABC transporter substrate-binding protein
LMZ02_RS12435	2848422	2849081	amino acid ABC transporter permease
LMZ02_RS12440	2849100	2849843	amino acid ABC transporter ATP-binding protein
LMZ02_RS12460	2855140	2856021	carbohydrate ABC transporter permease
LMZ02_RS12465	2856021	2856851	carbohydrate ABC transporter permease
LMZ02_RS12470	2856910	2858214	ABC transporter substrate-binding protein
LMZ02_RS12520	2869237	2870118	carbohydrate ABC transporter permease
LMZ02_RS12525	2870132	2871016	carbohydrate ABC transporter permease
LMZ02_RS12555	2877931	2878788	carbohydrate ABC transporter permease
LMZ02_RS12560	2878803	2879627	carbohydrate ABC transporter permease
LMZ02_RS12670	2900048	2901394	ABC transporter substrate-binding protein
LMZ02_RS12710	2908709	2913307	glutamate synthase large subunit
LMZ02_RS12720	2915013	2915927	ABC transporter ATP-binding protein
LMZ02_RS12725	2915911	2916696	ABC transporter permease
LMZ02_RS12885	2945646	2946467	ABC transporter permease
LMZ02_RS12890	2946460	2947206	ABC transporter ATP-binding protein
LMZ02_RS12900	2947978	2949597	ABC transporter substrate-binding protein
LMZ02_RS12905	2949597	2950583	ABC transporter permease
LMZ02_RS12910	2950580	2951446	ABC transporter permease
LMZ02_RS12915	2951446	2952198	ABC transporter ATP-binding protein
LMZ02_RS12920	2952201	2952992	ABC transporter ATP-binding protein
LMZ02_RS12950	2958086	2959000	glycine betaine ABC transporter substrate-binding protein
LMZ02_RS12955	2959002	2959844	ABC transporter permease
LMZ02_RS12960	2959804	2961051	quaternary amine ABC transporter ATP-binding protein
LMZ02_RS12965	2961390	2961941	GbsR/MarR family transcriptional regulator
LMZ02_RS12980	2965963	2967213	MDR family MFS transporter
LMZ02_RS13060	2981299	2982597	ABC transporter substrate-binding protein
LMZ02_RS13065	2982659	2983597	carbohydrate ABC transporter permease
LMZ02_RS13070	2983597	2984436	carbohydrate ABC transporter permease
LMZ02_RS13120	2992407	2993669	MFS transporter
LMZ02_RS13155	2996407	2997123	AzlC family ABC transporter permease
LMZ02_RS13180	3000542	3001258	ABC transporter ATP-binding protein
LMZ02_RS13185	3001255	3002460	ABC transporter permease
LMZ02_RS13250	3015150	3016199	FecCD family ABC transporter permease
LMZ02_RS13255	3016196	3017230	FecCD family ABC transporter permease
LMZ02_RS13285	3023844	3024782	ABC transporter ATP-binding protein
LMZ02_RS13290	3024769	3025710	ABC transporter permease
LMZ02_RS13350	3042118	3043182	sulfate/molybdate ABC transporter ATP-binding protein
LMZ02_RS13355	3043649	3044758	ABC transporter permease
LMZ02_RS13360	3044755	3045750	ABC transporter ATP-binding protein
LMZ02_RS13385	3050281	3051078	glutamate racemase
LMZ02_RS13430	3059319	3060194	carbohydrate ABC transporter permease
LMZ02_RS13435	3060220	3061065	carbohydrate ABC transporter permease
LMZ02_RS13440	3061125	3062456	ABC transporter substrate-binding protein
LMZ02_RS13460	3067043	3067792	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS13470	3069292	3070368	ABC transporter substrate-binding protein
LMZ02_RS13475	3070382	3071173	ABC transporter ATP-binding protein
LMZ02_RS13480	3071188	3071967	ABC transporter permease
LMZ02_RS13505	3078330	3079349	ABC transporter substrate-binding protein
LMZ02_RS13510	3079349	3080395	FecCD family ABC transporter permease
LMZ02_RS13515	3080392	3081225	ABC transporter ATP-binding protein
LMZ02_RS13555	3089801	3091297	MDR family MFS transporter
LMZ02_RS13600	3098083	3099129	ABC transporter substrate-binding protein
LMZ02_RS13635	3104074	3105252	MFS transporter
LMZ02_RS13730	3131680	3133038	ABC transporter substrate-binding protein
LMZ02_RS13735	3133041	3133922	carbohydrate ABC transporter permease
LMZ02_RS13740	3133957	3134772	carbohydrate ABC transporter permease
LMZ02_RS13925	3171838	3173376	ABC transporter ATP-binding protein
LMZ02_RS13930	3173369	3174442	ABC transporter permease
LMZ02_RS13935	3174444	3175403	ABC transporter permease
LMZ02_RS14095	3206649	3207905	MFS transporter
LMZ02_RS14250	3239689	3241113	type I glutamate--ammonia ligase
LMZ02_RS14265	3244520	3245884	ABC transporter substrate-binding protein
LMZ02_RS14270	3246000	3246893	carbohydrate ABC transporter permease
LMZ02_RS14275	3246895	3247731	carbohydrate ABC transporter permease
LMZ02_RS14615	3325562	3326872	glutamate-1-semialdehyde 2%2C1-aminomutase
LMZ02_RS14675	3337016	3338365	ABC transporter substrate-binding protein
LMZ02_RS14745	3349653	3350861	MFS transporter
LMZ02_RS14750	3351203	3352129	ribose ABC transporter substrate-binding protein RbsB
LMZ02_RS14755	3352142	3353068	ABC transporter permease subunit
LMZ02_RS14760	3353065	3354552	sugar ABC transporter ATP-binding protein
LMZ02_RS14815	3365374	3366702	MFS transporter
LMZ02_RS14885	3380152	3380337	ABC transporter substrate-binding protein
LMZ02_RS14915	3386502	3388637	formate dehydrogenase subunit alpha
LMZ02_RS14945	3394972	3395790	formate dehydrogenase accessory sulfurtransferase FdhD
LMZ02_RS15225	3462048	3462803	phosphate ABC transporter ATP-binding protein PstB
LMZ02_RS15265	3469494	3470456	phosphate ABC transporter substrate-binding protein
LMZ02_RS15270	3470545	3471447	phosphate ABC transporter permease subunit PstC
LMZ02_RS15275	3471444	3472331	phosphate ABC transporter permease PstA
LMZ02_RS15280	3472344	3473102	phosphate ABC transporter ATP-binding protein PstB
LMZ02_RS15305	3477213	3478046	carbohydrate ABC transporter permease
LMZ02_RS15310	3478069	3478956	carbohydrate ABC transporter permease
LMZ02_RS15315	3478993	3480366	ABC transporter substrate-binding protein
LMZ02_RS15360	3489484	3490299	glutamate racemase
LMZ02_RS15370	3491059	3492033	ABC transporter ATP-binding protein
LMZ02_RS15375	3492046	3493104	ABC transporter ATP-binding protein
LMZ02_RS15380	3493119	3494162	ABC transporter permease
LMZ02_RS15385	3494159	3495058	ABC transporter permease
LMZ02_RS15390	3495123	3496808	peptide ABC transporter substrate-binding protein
LMZ02_RS15400	3498413	3500008	ABC transporter substrate-binding protein
LMZ02_RS15405	3500094	3501044	ABC transporter permease
LMZ02_RS15410	3501073	3502002	ABC transporter permease
LMZ02_RS15415	3502041	3503054	ABC transporter ATP-binding protein
LMZ02_RS15420	3503051	3504055	ABC transporter ATP-binding protein
LMZ02_RS15500	3517133	3518314	MFS transporter
LMZ02_RS15535	3526038	3527015	carbohydrate ABC transporter permease
LMZ02_RS15540	3527012	3527836	carbohydrate ABC transporter permease
LMZ02_RS15545	3527921	3529327	ABC transporter substrate-binding protein
LMZ02_RS15560	3531588	3532811	MFS transporter
LMZ02_RS15620	3545655	3547007	MATE family efflux transporter
LMZ02_RS15705	3559624	3560817	MFS transporter
LMZ02_RS15730	3564092	3565462	MATE family efflux transporter
LMZ02_RS15795	3575279	3575704	MerR family transcriptional regulator
LMZ02_RS15890	3595940	3597247	MFS transporter
LMZ02_RS16035	3625389	3626990	ABC transporter substrate-binding protein
LMZ02_RS16040	3626990	3627937	ABC transporter permease
LMZ02_RS16045	3627937	3628737	ABC transporter permease
LMZ02_RS16050	3628737	3629591	ABC transporter ATP-binding protein
LMZ02_RS16055	3629566	3630324	ABC transporter ATP-binding protein
LMZ02_RS16075	3635437	3636375	ABC transporter permease
LMZ02_RS16080	3636385	3637269	carbohydrate ABC transporter permease
LMZ02_RS16085	3637353	3638885	ABC transporter substrate-binding protein
LMZ02_RS16120	3648751	3649641	carbohydrate ABC transporter permease
LMZ02_RS16125	3649653	3650495	carbohydrate ABC transporter permease
LMZ02_RS16130	3650616	3651980	ABC transporter substrate-binding protein
LMZ02_RS16215	3671777	3672670	carbohydrate ABC transporter permease
LMZ02_RS16220	3672684	3673514	carbohydrate ABC transporter permease
LMZ02_RS16225	3673575	3674927	ABC transporter substrate-binding protein
LMZ02_RS16275	3685501	3686196	YbfB/YjiJ family MFS transporter
LMZ02_RS16285	3687914	3688981	methionine ABC transporter ATP-binding protein
LMZ02_RS16290	3688978	3689658	methionine ABC transporter permease
LMZ02_RS16305	3691031	3691879	MetQ/NlpA family ABC transporter substrate-binding protein
LMZ02_RS16340	3695870	3697375	ABC transporter substrate-binding protein
LMZ02_RS16350	3699371	3700780	MFS transporter
LMZ02_RS16375	3705802	3707022	MFS transporter
LMZ02_RS16395	3709709	3710788	FecCD family ABC transporter permease
LMZ02_RS16400	3710793	3711554	ABC transporter ATP-binding protein
LMZ02_RS16405	3711571	3712599	ABC transporter substrate-binding protein
LMZ02_RS16460	3729737	3730444	metal ABC transporter ATP-binding protein
LMZ02_RS16465	3730390	3731262	metal ABC transporter permease
LMZ02_RS16470	3731243	3732412	metal ABC transporter substrate-binding protein
LMZ02_RS16480	3733771	3736059	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
LMZ02_RS16490	3736508	3736690	SMR family transporter
LMZ02_RS16615	3764560	3765735	ABC transporter substrate-binding protein
LMZ02_RS16620	3765766	3766881	ABC transporter ATP-binding protein
LMZ02_RS16625	3766878	3767795	ABC transporter permease
LMZ02_RS16630	3767785	3768606	ABC transporter permease
LMZ02_RS16640	3769961	3771163	MFS transporter
LMZ02_RS16710	3785361	3786218	ABC transporter permease
LMZ02_RS16715	3786246	3787133	carbohydrate ABC transporter permease
LMZ02_RS16815	3812997	3814226	MFS transporter
LMZ02_RS16860	3826310	3827587	ABC transporter substrate-binding protein
LMZ02_RS16865	3827639	3828529	carbohydrate ABC transporter permease
LMZ02_RS16870	3828567	3829418	carbohydrate ABC transporter permease
LMZ02_RS16890	3834275	3835642	MFS transporter
LMZ02_RS16930	3844686	3846011	MFS transporter
LMZ02_RS16945	3848972	3849799	ABC transporter permease
LMZ02_RS16950	3849796	3850590	ABC transporter ATP-binding protein
LMZ02_RS16955	3850604	3851668	aliphatic sulfonate ABC transporter substrate-binding protein
LMZ02_RS16990	3860466	3861815	MFS transporter
LMZ02_RS17035	3872538	3873173	chromate transporter
LMZ02_RS17040	3873187	3873720	chromate transporter
LMZ02_RS17100	3886992	3888104	MFS transporter
LMZ02_RS17145	3901266	3902225	ABC transporter permease
LMZ02_RS17150	3902240	3903145	carbohydrate ABC transporter permease
LMZ02_RS17195	3914814	3916133	MFS transporter
LMZ02_RS17220	3924632	3925600	ABC transporter permease
LMZ02_RS17225	3925670	3926545	carbohydrate ABC transporter permease
LMZ02_RS17290	3943531	3944883	ABC transporter substrate-binding protein
LMZ02_RS17295	3945028	3945918	carbohydrate ABC transporter permease
LMZ02_RS17300	3945911	3946735	carbohydrate ABC transporter permease
LMZ02_RS17315	3949447	3949947	MarR family transcriptional regulator
LMZ02_RS17715	4042314	4043789	ABC transporter substrate-binding protein
LMZ02_RS17720	4043825	4045222	ABC transporter substrate-binding protein
LMZ02_RS17730	4046758	4048128	MFS transporter
LMZ02_RS17740	4051061	4052347	MFS transporter
LMZ02_RS17750	4053699	4054529	carbohydrate ABC transporter permease
LMZ02_RS17755	4054554	4055441	carbohydrate ABC transporter permease
LMZ02_RS17760	4055547	4056797	sugar ABC transporter substrate-binding protein
LMZ02_RS17900	4094226	4094435	oligopeptide/dipeptide ABC transporter ATP-binding protein
LMZ02_RS17915	4097550	4098842	ABC transporter substrate-binding protein
LMZ02_RS17925	4100092	4101672	MFS transporter
LMZ02_RS17935	4102757	4103473	ABC transporter ATP-binding protein
LMZ02_RS17945	4104808	4106925	peptidase domain-containing ABC transporter
LMZ02_RS17975	4113998	4115341	ABC transporter substrate-binding protein
LMZ02_RS17980	4115353	4116216	carbohydrate ABC transporter permease
LMZ02_RS17985	4116219	4117049	carbohydrate ABC transporter permease
LMZ02_RS18010	4124101	4125804	ABC transporter substrate-binding protein
LMZ02_RS18045	4133852	4134814	ABC transporter permease
LMZ02_RS18050	4134840	4135739	carbohydrate ABC transporter permease
LMZ02_RS18055	4135791	4137440	ABC transporter substrate-binding protein
LMZ02_RS18100	4145188	4146417	MFS transporter
LMZ02_RS18105	4146430	4147212	ABC transporter ATP-binding protein
LMZ02_RS18230	4173481	4174440	carbohydrate ABC transporter permease
LMZ02_RS18235	4174480	4175304	carbohydrate ABC transporter permease
LMZ02_RS18390	4205971	4207218	glutamate-5-semialdehyde dehydrogenase
LMZ02_RS18395	4207248	4208354	glutamate 5-kinase
LMZ02_RS18570	4247539	4248213	molybdate ABC transporter permease subunit
LMZ02_RS18575	4248223	4249071	molybdate ABC transporter substrate-binding protein
LMZ02_RS18635	4262206	4263393	formate-dependent phosphoribosylglycinamide formyltransferase
LMZ02_RS18650	4266033	4267280	branched-chain amino acid ABC transporter substrate-binding protein
LMZ02_RS18655	4267317	4268300	branched-chain amino acid ABC transporter permease
LMZ02_RS18660	4268320	4269606	branched-chain amino acid ABC transporter permease
LMZ02_RS18665	4269603	4270403	ABC transporter ATP-binding protein
LMZ02_RS18670	4270400	4271104	ABC transporter ATP-binding protein
LMZ02_RS18700	4277954	4278997	galactose ABC transporter substrate-binding protein
LMZ02_RS18705	4279164	4280675	sugar ABC transporter ATP-binding protein
LMZ02_RS18710	4280700	4281710	galactose/methyl galactoside ABC transporter permease MglC
LMZ02_RS18755	4290957	4291940	ABC transporter ATP-binding protein
LMZ02_RS18760	4291933	4292922	ABC transporter permease
LMZ02_RS18785	4300862	4301272	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS18800	4303283	4305037	ABC transporter ATP-binding protein
LMZ02_RS18810	4306498	4307277	ABC transporter ATP-binding protein
LMZ02_RS18865	4316797	4318245	ABC transporter substrate-binding protein
LMZ02_RS18870	4318327	4319244	carbohydrate ABC transporter permease
LMZ02_RS18875	4319267	4320127	carbohydrate ABC transporter permease
LMZ02_RS19040	4359937	4361148	multidrug efflux MFS transporter
LMZ02_RS19070	4364814	4365797	ABC transporter ATP-binding protein
LMZ02_RS19075	4365794	4366663	ABC transporter permease subunit
LMZ02_RS19195	4388409	4389029	sugar ABC transporter permease
LMZ02_RS19200	4389028	4389180	ABC transporter permease subunit
LMZ02_RS19205	4389193	4390794	ABC transporter substrate-binding protein
LMZ02_RS19240	4398831	4399664	carbohydrate ABC transporter permease
LMZ02_RS19245	4399668	4400543	carbohydrate ABC transporter permease
LMZ02_RS19250	4400647	4401996	ABC transporter substrate-binding protein
LMZ02_RS19275	4408413	4409828	ABC transporter substrate-binding protein
LMZ02_RS19280	4409920	4410855	carbohydrate ABC transporter permease
LMZ02_RS19285	4410852	4411685	carbohydrate ABC transporter permease
LMZ02_RS19335	4422225	4422995	ABC transporter ATP-binding protein
LMZ02_RS19340	4422970	4424904	ABC transporter permease
LMZ02_RS19345	4425238	4426670	DHA2 family efflux MFS transporter permease subunit
LMZ02_RS19360	4428506	4429231	ABC transporter ATP-binding protein
LMZ02_RS19395	4437190	4438104	carbohydrate ABC transporter permease
LMZ02_RS19400	4438129	4439004	carbohydrate ABC transporter permease
LMZ02_RS19415	4442755	4444146	ABC transporter substrate-binding protein
LMZ02_RS19550	4475095	4475472	MerR family transcriptional regulator
LMZ02_RS19560	4476875	4478073	MFS transporter
LMZ02_RS19645	4492414	4493097	ABC transporter ATP-binding protein
LMZ02_RS19650	4493094	4495400	ABC transporter permease
LMZ02_RS19835	4529718	4531139	DHA2 family efflux MFS transporter permease subunit
LMZ02_RS19940	4558467	4559693	MFS transporter
LMZ02_RS19950	4560517	4561503	ABC transporter ATP-binding protein/permease
LMZ02_RS19960	4562045	4562908	ABC transporter ATP-binding protein
LMZ02_RS19970	4564069	4565583	ABC transporter substrate-binding protein
LMZ02_RS19975	4565676	4566629	carbohydrate ABC transporter permease
LMZ02_RS19980	4566626	4567459	carbohydrate ABC transporter permease
LMZ02_RS20005	4574361	4575029	ABC transporter permease
LMZ02_RS20010	4575046	4575804	ABC transporter permease
LMZ02_RS20015	4575801	4576712	ABC transporter ATP-binding protein
LMZ02_RS20065	4585685	4586065	MerR family transcriptional regulator
LMZ02_RS20125	4599924	4600943	ABC transporter substrate-binding protein
LMZ02_RS20130	4601251	4602081	ABC transporter ATP-binding protein
LMZ02_RS20135	4602119	4602865	ABC transporter permease
LMZ02_RS20210	4621747	4622157	MerR family transcriptional regulator
LMZ02_RS20215	4622182	4623510	type I glutamate--ammonia ligase
LMZ02_RS20430	4666825	4668312	glutamate synthase subunit beta
LMZ02_RS20485	4680549	4681283	phosphonate ABC transporter ATP-binding protein
LMZ02_RS20540	4694431	4695093	amino acid ABC transporter permease
LMZ02_RS20545	4695080	4695802	amino acid ABC transporter ATP-binding protein
LMZ02_RS20600	4705440	4705886	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS20610	4706532	4707782	MFS transporter
LMZ02_RS20665	4718101	4719312	MFS transporter
LMZ02_RS20700	4724546	4724944	MerR family transcriptional regulator
LMZ02_RS20900	4761206	4762108	carbohydrate ABC transporter permease
LMZ02_RS20905	4762312	4763211	carbohydrate ABC transporter permease
LMZ02_RS20910	4763546	4764949	ABC transporter substrate-binding protein
LMZ02_RS20930	4771063	4772010	iron-hydroxamate ABC transporter substrate-binding protein
LMZ02_RS20935	4772027	4773049	FecCD family ABC transporter permease
LMZ02_RS20940	4773046	4774059	FecCD family ABC transporter permease
LMZ02_RS20945	4774658	4775407	ABC transporter permease
LMZ02_RS20950	4775408	4776169	ABC transporter ATP-binding protein
LMZ02_RS20990	4781964	4783193	MFS transporter
LMZ02_RS20995	4783343	4783822	MarR family transcriptional regulator
LMZ02_RS21065	4802133	4802954	carbohydrate ABC transporter permease
LMZ02_RS21070	4802955	4803878	carbohydrate ABC transporter permease
LMZ02_RS21075	4803943	4805232	ABC transporter substrate-binding protein
LMZ02_RS21105	4815048	4816406	MFS transporter
LMZ02_RS21125	4821400	4821818	MFS transporter
LMZ02_RS21200	4837463	4838668	MFS transporter
LMZ02_RS21330	4868100	4869311	MFS transporter
LMZ02_RS21480	4902161	4903573	MDR family MFS transporter
LMZ02_RS21560	4919143	4919979	ABC transporter ATP-binding protein
LMZ02_RS21565	4920038	4921081	FecCD family ABC transporter permease
LMZ02_RS21570	4921078	4922091	FecCD family ABC transporter permease
LMZ02_RS21575	4922109	4923137	ABC transporter substrate-binding protein
LMZ02_RS21630	4935474	4936304	carbohydrate ABC transporter permease
LMZ02_RS21635	4936310	4937134	carbohydrate ABC transporter permease
LMZ02_RS21640	4937241	4938617	ABC transporter substrate-binding protein
LMZ02_RS21675	4943281	4944429	cation:proton antiporter
LMZ02_RS21785	4969834	4970745	carbohydrate ABC transporter permease
LMZ02_RS21790	4970945	4971814	ABC transporter permease
LMZ02_RS21810	4978407	4979789	MFS transporter
LMZ02_RS21825	4982617	4983597	ABC transporter permease
LMZ02_RS21830	4983605	4985095	sugar ABC transporter ATP-binding protein
LMZ02_RS21835	4985174	4986160	sugar ABC transporter substrate-binding protein
LMZ02_RS21900	5001013	5001768	ABC transporter ATP-binding protein
LMZ02_RS21955	5011384	5012688	MFS transporter
LMZ02_RS22040	5027769	5028194	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS22045	5028353	5029831	MFS transporter
LMZ02_RS22145	5047710	5048477	amino acid ABC transporter ATP-binding protein
LMZ02_RS22150	5048507	5049175	amino acid ABC transporter permease
LMZ02_RS22155	5049156	5049821	amino acid ABC transporter permease
LMZ02_RS22180	5055719	5056987	MFS transporter
LMZ02_RS22190	5057714	5058478	MerR family transcriptional regulator
LMZ02_RS22205	5062107	5062949	carbohydrate ABC transporter permease
LMZ02_RS22210	5062946	5063914	carbohydrate ABC transporter permease
LMZ02_RS22235	5068651	5069964	ABC transporter substrate-binding protein
LMZ02_RS22255	5072826	5073869	ABC transporter substrate-binding protein
LMZ02_RS22260	5074079	5075059	FecCD family ABC transporter permease
LMZ02_RS22265	5075059	5076108	FecCD family ABC transporter permease
LMZ02_RS22330	5093059	5093946	carbohydrate ABC transporter permease
LMZ02_RS22335	5093965	5094948	ABC transporter permease
LMZ02_RS22380	5106213	5107133	carbohydrate ABC transporter permease
LMZ02_RS22385	5107147	5108046	ABC transporter permease
LMZ02_RS22410	5113180	5114127	carbohydrate ABC transporter permease
LMZ02_RS22415	5114145	5115119	ABC transporter permease
LMZ02_RS22420	5115156	5116856	ABC transporter substrate-binding protein
LMZ02_RS22520	5140371	5141156	ABC transporter permease
LMZ02_RS22525	5141164	5141967	ABC transporter permease
LMZ02_RS22530	5141960	5143009	ABC transporter ATP-binding protein
LMZ02_RS22540	5144696	5145724	FecCD family ABC transporter permease
LMZ02_RS22545	5145717	5146754	FecCD family ABC transporter permease
LMZ02_RS22550	5146751	5147797	ABC transporter substrate-binding protein
LMZ02_RS22610	5161703	5162974	MFS transporter
LMZ02_RS22615	5162971	5163450	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS31705	5166079	5167820	ABC transporter substrate-binding protein
LMZ02_RS22685	5176152	5176541	fluoride efflux transporter CrcB
LMZ02_RS22690	5176538	5176903	fluoride efflux transporter CrcB
LMZ02_RS22745	5186071	5187312	MFS transporter
LMZ02_RS22770	5189683	5190480	ABC transporter ATP-binding protein
LMZ02_RS22775	5190480	5191394	ABC transporter permease
LMZ02_RS22780	5191425	5192507	ABC transporter substrate-binding protein
LMZ02_RS22800	5196178	5197485	MFS transporter
LMZ02_RS22805	5197762	5199008	chromate efflux transporter
LMZ02_RS22840	5203478	5204701	MFS transporter
LMZ02_RS22875	5210315	5212141	ABC transporter ATP-binding protein
LMZ02_RS22935	5226651	5227517	ABC transporter ATP-binding protein
LMZ02_RS22955	5229556	5230782	MFS transporter
LMZ02_RS22995	5239127	5240890	ABC transporter ATP-binding protein
LMZ02_RS23010	5242413	5244158	ABC transporter ATP-binding protein
LMZ02_RS23015	5244175	5246247	ABC transporter ATP-binding protein
LMZ02_RS23055	5255531	5257033	DHA2 family efflux MFS transporter permease subunit
LMZ02_RS23430	5336825	5338339	protein-glutamate methylesterase/protein-glutamine glutaminase
LMZ02_RS23605	5372462	5373424	ABC transporter ATP-binding protein
LMZ02_RS23610	5373421	5374398	ABC transporter ATP-binding protein
LMZ02_RS23620	5375778	5377382	ABC transporter substrate-binding protein
LMZ02_RS23625	5377434	5378330	ABC transporter permease
LMZ02_RS23630	5378371	5379381	ABC transporter permease
LMZ02_RS23640	5381734	5382396	aspartate/glutamate racemase family protein
LMZ02_RS23910	5435839	5437086	MFS transporter
LMZ02_RS23930	5441481	5442875	MFS transporter
LMZ02_RS23960	5450984	5452057	bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase
LMZ02_RS23990	5455904	5457169	MFS transporter
LMZ02_RS24020	5464741	5466252	DHA2 family efflux MFS transporter permease subunit
LMZ02_RS24025	5466245	5466694	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS24080	5481321	5482703	MFS transporter
LMZ02_RS24140	5496416	5497303	carbohydrate ABC transporter permease
LMZ02_RS24145	5497345	5498301	ABC transporter permease
LMZ02_RS24240	5511879	5513849	ABC transporter permease
LMZ02_RS24245	5513824	5514594	ABC transporter ATP-binding protein
LMZ02_RS24280	5520419	5521411	iron-hydroxamate ABC transporter substrate-binding protein
LMZ02_RS24285	5521437	5522450	FecCD family ABC transporter permease
LMZ02_RS24290	5522451	5523437	FecCD family ABC transporter permease
LMZ02_RS24570	5578898	5579272	chorismate mutase
LMZ02_RS24580	5580368	5581537	chorismate synthase
LMZ02_RS24650	5592775	5594175	sugar porter family MFS transporter
LMZ02_RS24880	5638174	5638272	MerR family DNA-binding transcriptional regulator
LMZ02_RS24940	5652044	5653279	sugar ABC transporter substrate-binding protein
LMZ02_RS24945	5653304	5654191	carbohydrate ABC transporter permease
LMZ02_RS24950	5654237	5655055	carbohydrate ABC transporter permease
LMZ02_RS24970	5659237	5660583	ABC transporter substrate-binding protein
